id	GWEIGHT	log2WT	log2KO	log2KO-WT
1810027O10Rik	1	9.363502006	10.24549968	0.881997673
1810029B16Rik	1	8.157107548	8.163229552	0.006122004
1810030J14Rik	1	0	0	0
1810030N24Rik	1	7.100343937	7.465668389	0.365324452
1810030O07Rik	1	8.899446337	9.102602121	0.203155784
1810031K17Rik	1	10.30092958	10.64656039	0.345630807
1810032O08Rik	1	8.121166363	7.637092383	-0.484073981
1810033B17Rik	1	7.527288358	8.386696419	0.859408062
1810034E14Rik	1	4.424385932	4.541537495	0.117151562
1810035I16Rik	1	0	0	0
1810035L17Rik	1	8.595644428	8.831101111	0.235456683
1810037I17Rik	1	9.921266026	10.32940657	0.408140549
1810041L15Rik	1	1.907073508	0	-1.907073508
1810043G02Rik	1	6.09249221	6.774498189	0.682005978
1810043H04Rik	1	7.329955925	8.119224586	0.789268661
1810044D09Rik	1	5.075322403	5.380251489	0.304929087
1810046J19Rik	1	8.054507392	8.886509078	0.832001687
1810046K07Rik	1	0	0	0
1810048J11Rik	1	7.090765364	7.118584389	0.027819025
1810049H13Rik	1	5.419624941	6.26696934	0.847344399
1810053B23Rik	1	5.676149782	4.692899586	-0.983250196
1810055G02Rik	1	7.79183776	7.924984393	0.133146633
1810058I24Rik	1	9.687415213	10.11066294	0.423247722
1810062G17Rik	1	1.830950061	2.689473665	0.858523604
1810062O18Rik	1	4.197089702	4.016507322	-0.18058238
1810063B05Rik	1	7.759515043	8.121881173	0.36236613
1810063B07Rik	1	5.745010114	6.467798001	0.722787887
1810064F22Rik	1	0	0	0
1810065E05Rik	1	0	0	0
1810074P20Rik	1	8.815015281	8.53708453	-0.277930751
2010001E11Rik	1	0	0.413692533	0.413692533
2010001M06Rik	1	5.104406103	5.398147007	0.293740904
2010001M09Rik	1	4.264837166	3.78865795	-0.476179216
2010002M12Rik	1	1.985353352	1.556849236	-0.428504116
2010002N04Rik	1	8.71551379	8.816841904	0.101328114
2010003K11Rik	1	0	0	0
2010003K15Rik	1	2.179628012	1.97436156	-0.205266452
2010003O02Rik	1	5.84422004	6.1372236	0.29300356
2010005H15Rik	1	7.399512436	7.432177779	0.032665343
2010009K17Rik	1	3.569069353	2.38129497	-1.187774382
2010010A06Rik	1	0	0.413692533	0.413692533
2010011I20Rik	1	11.83335343	11.07542375	-0.757929676
2010012O05Rik	1	7.316781804	7.497497832	0.180716028
2010015L04Rik	1	2.578845063	2.091406682	-0.487438381
2010016I18Rik	1	3.793603325	3.693210271	-0.100393054
2010106C02Rik	1	0.75528821	0	-0.75528821
2010106E10Rik	1	0	0	0
2010106G01Rik	1	10.34206059	10.1270054	-0.215055185
2010107E04Rik	1	10.02304353	10.51801073	0.494967201
2010107G12Rik	1	3.76131569	2.676736746	-1.084578944
2010107G23Rik	1	1.959729124	3.281797296	1.322068172
2010107H07Rik	1	8.162937225	8.62351108	0.460573855
2010109A12Rik	1	0.488806077	2.14870717	1.659901094
2010109I03Rik	1	1.449075418	1.373230899	-0.075844519
2010109K11Rik	1	10.14509815	9.246093357	-0.899004792
2010110P09Rik	1	2.428792103	0.945846459	-1.482945644
2010111I01Rik	1	7.362322252	6.854917015	-0.507405237
2010204K13Rik	1	5.68264253	5.526841901	-0.15580063
2010300C02Rik	1	2.826017334	1.683956296	-1.142061038
2010305A19Rik	1	7.863951731	7.813863504	-0.050088227
2010308F09Rik	1	0.853250103	0.408899935	-0.444350167
2010310C07Rik	1	0.488806077	0	-0.488806077
2010315B03Rik	1	5.976892223	6.247875516	0.270983293
2010317E24Rik	1	9.301001464	9.834626057	0.533624593
2010320M18Rik	1	6.109053774	6.502172854	0.39311908
2010321M09Rik	1	10.02797709	10.18124292	0.15326583
2200002D01Rik	1	4.692125034	5.037359414	0.34523438
2200002J24Rik	1	0	0.377759949	0.377759949
2200002K05Rik	1	2.252828137	1.172482289	-1.080345848
2210009G21Rik	1	7.001498476	6.555973995	-0.445524481
2210010C04Rik	1	0.75528821	0	-0.75528821
2210010C17Rik	1	2.923404964	3.230995931	0.307590967
2210012G02Rik	1	8.699102184	8.932352714	0.233250529
2210013O21Rik	1	7.03094244	7.642998406	0.612055967
2210015D19Rik	1	6.55968357	7.00824337	0.4485598
2210016F16Rik	1	9.213126249	9.694826054	0.481699806
2210016L21Rik	1	8.214206999	8.799838702	0.585631703
2210018M11Rik	1	8.595900906	8.27502054	-0.320880366
2210019I11Rik	1	0	0	0
2210020M01Rik	1	7.231410745	6.156198338	-1.075212407
2210021J22Rik	1	7.401499042	7.630063148	0.228564106
2210039B01Rik	1	0	0	0
2210403K04Rik	1	4.909416131	4.639003592	-0.270412539
2210404J11Rik	1	6.573824627	6.800953135	0.227128508
2210404O07Rik	1	5.592160944	6.037956544	0.4457956
2210404O09Rik	1	5.387228609	4.791323921	-0.595904688
2210407C18Rik	1	0	0	0
2210408F21Rik	1	0.361415423	0	-0.361415423
2210408I21Rik	1	5.696694615	5.304710431	-0.391984185
2210409D07Rik	1	0	0.408899935	0.408899935
2210409E12Rik	1	0	0	0
2210411K11Rik	1	7.421676959	7.349919621	-0.071757338
2210414B05Rik	1	0.361415423	0	-0.361415423
2210415F13Rik	1	0	0	0
2210416O15Rik	1	1.174623815	0.413692533	-0.760931282
2210417A02Rik	1	0	0.994112533	0.994112533
2210417K05Rik	1	4.514849126	4.039462457	-0.475386668
2210420H20Rik	1	0	0	0
2300002M23Rik	1	0	0	0
2300003K06Rik	1	0	0	0
2300005B03Rik	1	0	0	0
2300009A05Rik	1	6.220012309	6.416867291	0.196854982
2310001A20Rik	1	9.690267223	9.807556301	0.117289078
2310001H17Rik	1	4.587199863	5.514148103	0.92694824
2310001H18Rik	1	0	0	0
2310001K24Rik	1	0.71288478	0.945846459	0.232961679
2310002D06Rik	1	0	0	0
2310002J15Rik	1	0	0	0
2310002L09Rik	1	0.361415423	0	-0.361415423
2310002L13Rik	1	0	0	0
2310003C23Rik	1	10.55252522	10.45898534	-0.09353988
2310003F16Rik	1	10.71472612	11.16329297	0.44856685
2310003H01Rik	1	8.045607428	8.209446131	0.163838703
2310003L22Rik	1	7.393306025	7.620080883	0.226774858
2310004I24Rik	1	7.171033369	7.827600266	0.656566897
2310004N24Rik	1	8.096430522	8.824198841	0.727768319
2310005A03Rik	1	0	0	0
2310005E17Rik	1	0	0	0
2310005G13Rik	1	2.890057344	3.062442471	0.172385126
2310007B03Rik	1	0	0	0
2310007L24Rik	1	1.534270038	1.373230899	-0.161039139
2310008H04Rik	1	8.820649749	9.0302878	0.209638051
2310008H09Rik	1	10.69798614	10.54075329	-0.15723285
2310008N11Rik	1	0	0	0
2310009A05Rik	1	6.760248327	7.329263167	0.569014839
2310009B15Rik	1	6.027715839	6.403733912	0.376018074
2310010J17Rik	1	4.135978131	4.77988521	0.643907079
2310010M20Rik	1	0.361415423	0.727132919	0.365717496
2310011J03Rik	1	9.766239069	9.911782684	0.145543616
2310014F07Rik	1	2.188097556	3.00583922	0.817741663
2310014L17Rik	1	5.047835325	4.328251257	-0.719584067
2310015A10Rik	1	6.005903949	5.953471058	-0.052432891
2310015B20Rik	1	0.437646024	0	-0.437646024
2310015D24Rik	1	0	0	0
2310016D03Rik	1	0	0	0
2310016M24Rik	1	8.697734137	9.333100831	0.635366694
2310020H05Rik	1	0	0	0
2310021P13Rik	1	9.618201896	9.802409702	0.184207806
2310022A10Rik	1	9.369564099	9.076279761	-0.293284338
2310022B05Rik	1	8.873238437	7.823500401	-1.049738036
2310028H24Rik	1	5.897695264	5.864758579	-0.032936685
2310030A07Rik	1	0	0	0
2310030G06Rik	1	1.396460515	1.370768431	-0.025692084
2310030N02Rik	1	6.982064962	7.346160432	0.364095471
2310033E01Rik	1	0	0	0
2310033P09Rik	1	8.840216662	8.964304225	0.124087563
2310034C09Rik	1	0	0	0
2310034G01Rik	1	1.888143163	2.453279638	0.565136476
2310034O05Rik	1	0.488806077	0.408899935	-0.079906142
2310035C23Rik	1	9.371774812	9.067214179	-0.304560633
2310035K24Rik	1	7.382064822	8.359152689	0.977087867
2310036O22Rik	1	10.73361999	11.08227345	0.348653453
2310037I24Rik	1	9.280381883	9.207103238	-0.073278645
2310039H08Rik	1	7.598419149	8.003494302	0.405075152
2310039L15Rik	1	0	0	0
2310040G24Rik	1	3.722622851	4.475598695	0.752975845
2310042D19Rik	1	3.508502354	4.356970976	0.848468622
2310042E22Rik	1	0	0	0
2310043J07Rik	1	0.488806077	0.973431014	0.484624937
2310043L19Rik	1	0	0	0
2310043O21Rik	1	0	0	0
2310044G17Rik	1	9.431984105	9.289203395	-0.14278071
2310044H10Rik	1	10.75772694	10.8809032	0.123176259
2310045N01Rik	1	7.677633226	8.273916363	0.596283137
2310046A06Rik	1	0.488806077	0	-0.488806077
2310046O06Rik	1	8.212343519	8.474062224	0.261718705
2310047B19Rik	1	6.972678145	6.947031585	-0.02564656
2310047M10Rik	1	7.422358829	7.93039915	0.508040321
2310050B05Rik	1	0	0	0
2310050C09Rik	1	0	0	0
2310057J18Rik	1	0	0	0
2310057M21Rik	1	7.690890929	7.493116872	-0.197774057
2310057N15Rik	1	0	0	0
2310061C15Rik	1	8.782428606	9.193273068	0.410844462
2310061I04Rik	1	8.007761772	8.29729571	0.289533938
2310061J03Rik	1	6.95825223	6.717574618	-0.240677612
2310061N02Rik	1	0	0	0
2310065F04Rik	1	0	0	0
2310067B10Rik	1	10.44557651	10.11290718	-0.332669327
2310068J16Rik	1	5.420570887	4.820546213	-0.600024674
2310069B03Rik	1	0	0	0
2310069G16Rik	1	0	0.377759949	0.377759949
2310079F23Rik	1	7.686008999	7.517643497	-0.168365502
2310079G19Rik	1	0	0	0
2310081J21Rik	1	0	0	0
2400001E08Rik	1	9.585648226	10.21124083	0.625592609
2400003C14Rik	1	9.977333555	10.04054452	0.063210966
2400009B08Rik	1	4.274740453	4.869501433	0.59476098
2410001C21Rik	1	10.09858134	10.39730142	0.298720077
2410002F23Rik	1	9.27640772	8.861717044	-0.414690676
2410002I01Rik	1	7.766999522	8.163981537	0.396982016
2410002O22Rik	1	9.302692038	9.321824943	0.019132905
2410003K15Rik	1	7.852419389	8.144295538	0.291876149
2410003L11Rik	1	4.408390381	4.171807889	-0.236582492
2410004A20Rik	1	2.585271814	1.702516753	-0.88275506
2410004B18Rik	1	7.697709473	7.863111832	0.165402359
2410004I01Rik	1	0	0	0
2410004N09Rik	1	7.825370168	7.857610395	0.032240228
2410004P03Rik	1	1.42300781	0.408899935	-1.014107875
2410006H16Rik	1	9.14308233	9.23494615	0.09186382
2410007B07Rik	1	0	0	0
2410012E07Rik	1	0.437646024	0	-0.437646024
2410012M07Rik	1	0.437646024	0	-0.437646024
2410015M20Rik	1	9.708353993	10.18248848	0.474134484
2410016O06Rik	1	9.321470915	9.354209664	0.032738749
2410017I17Rik	1	4.30795281	3.645834618	-0.662118192
2410017P09Rik	1	7.126910757	7.427788182	0.300877425
2410018L13Rik	1	2.351683992	2.111334847	-0.240349144
2410018M08Rik	1	4.511583513	4.420929104	-0.090654409
2410021H03Rik	1	0.361415423	0	-0.361415423
2410022L05Rik	1	5.488670358	5.955578317	0.466907959
2410042D21Rik	1	8.562970362	8.289835095	-0.273135268
2410057H14Rik	1	1.174623815	0	-1.174623815
2410066E13Rik	1	2.792116145	5.353244438	2.561128294
2410075B13Rik	1	5.587634082	5.753503428	0.165869347
2410076I21Rik	1	7.069646095	7.683385801	0.613739707
2410088K16Rik	1	0	0	0
2410089E03Rik	1	7.637878361	7.201479769	-0.436398592
2410091C18Rik	1	8.412239067	8.974307016	0.562067949
2410114N07Rik	1	0	0	0
2410124H12Rik	1	0.71288478	2.062323212	1.349438432
2410127L17Rik	1	8.108331511	7.635898693	-0.472432819
2410131K14Rik	1	6.500974625	6.545009522	0.044034897
2410137F16Rik	1	0	0	0
2410137M14Rik	1	0	0	0
2410141K09Rik	1	0	0	0
2500003M10Rik	1	11.23185554	11.40917897	0.177323434
2500004C02Rik	1	5.595612177	5.588963769	-0.006648408
2510002D24Rik	1	7.997587264	8.517290277	0.519703013
2510003D18Rik	1	6.396728047	3.436249129	-2.960478918
2510003E04Rik	1	8.840133512	9.363766556	0.523633044
2510006D16Rik	1	10.47170243	10.63629647	0.164594038
2510009E07Rik	1	6.352281141	6.241290778	-0.110990363
2510012J08Rik	1	10.53105116	10.57355899	0.042507824
2510039O18Rik	1	10.31112401	10.42073519	0.109611176
2510049J12Rik	1	2.232002228	3.158727005	0.926724777
2600006L11Rik	1	2.102044126	1.375689171	-0.726354955
2610001J05Rik	1	8.423371257	8.551225619	0.127854362
2610002D18Rik	1	8.197195161	8.649828583	0.452633422
2610002I17Rik	1	7.171796621	7.567408344	0.395611723
2610002J02Rik	1	7.679932642	8.375964807	0.696032165
2610002M06Rik	1	9.375540854	9.494121749	0.118580896
2610005L07Rik	1	5.916445231	5.401492718	-0.514952513
2610008E11Rik	1	6.97405795	7.28876057	0.31470262
2610015P09Rik	1	6.892208787	6.803161665	-0.089047122
2610016A17Rik	1	0	0	0
2610017I09Rik	1	0	0	0
2610018G03Rik	1	9.403900136	9.206032283	-0.197867853
2610019E17Rik	1	4.491064578	4.915142	0.424077422
2610019F03Rik	1	3.49014768	2.353813817	-1.136333863
2610020C07Rik	1	9.280613014	9.16556198	-0.115051034
2610020H08Rik	1	7.400335055	7.37632625	-0.024008804
2610021K21Rik	1	5.869404504	6.263827488	0.394422984
2610027L16Rik	1	10.61030202	10.60982916	-0.000472855
2610028E06Rik	1	0.361415423	0	-0.361415423
2610028H24Rik	1	4.350194921	4.689939066	0.339744145
2610029G23Rik	1	9.817002583	9.965649702	0.148647119
2610029I01Rik	1	8.146120192	8.743849587	0.597729395
2610034B18Rik	1	3.793894514	3.780215728	-0.013678787
2610034M16Rik	1	3.951686866	3.37500505	-0.576681816
2610035D17Rik	1	3.288846798	2.648891213	-0.639955585
2610035F20Rik	1	0	0	0
2610037D02Rik	1	2.646000825	2.391555414	-0.254445411
2610039C10Rik	1	8.935853098	9.180121026	0.244267928
2610044O15Rik	1	5.881093942	6.083337408	0.202243465
2610100L16Rik	1	0	0	0
2610101N10Rik	1	11.27205937	10.9838154	-0.288243972
2610109H07Rik	1	3.339599379	2.555935085	-0.783664294
2610203C20Rik	1	1.860715768	1.157082169	-0.703633599
2610203C22Rik	1	3.664591387	3.888654512	0.224063125
2610204G22Rik	1	3.069171297	3.229637644	0.160466347
2610206C17Rik	1	5.791825973	5.813432168	0.021606195
2610301B20Rik	1	7.751824568	7.66499489	-0.086829678
2610301G19Rik	1	10.44790875	10.34510213	-0.102806619
2610305D13Rik	1	7.400916058	7.366697046	-0.034219012
2610306M01Rik	1	5.017326898	5.681817566	0.664490669
2610307P16Rik	1	2.409612997	1.216576402	-1.193036594
2610316D01Rik	1	0.361415423	0	-0.361415423
2610318N02Rik	1	8.35073602	8.165277367	-0.185458652
2610507B11Rik	1	12.40820263	12.06339061	-0.344812017
2610507I01Rik	1	3.881566982	3.865081565	-0.016485417
2610524H06Rik	1	7.480881435	7.421298643	-0.059582792
2610528A11Rik	1	1.66952759	1.984732711	0.315205121
2610528E23Rik	1	8.525676601	8.691715742	0.16603914
2610528J11Rik	1	2.899541016	2.266761023	-0.632779993
2700007P21Rik	1	8.284772157	8.332205768	0.047433611
2700023E23Rik	1	6.179769365	6.050656639	-0.129112726
2700029M09Rik	1	10.04572302	10.35117449	0.305451472
2700038G22Rik	1	6.77221565	6.486139836	-0.286075814
2700046A07Rik	1	0.361415423	0	-0.361415423
2700046G09Rik	1	2.342459355	3.787542709	1.445083354
2700049A03Rik	1	8.947799854	8.700429212	-0.247370642
2700050L05Rik	1	9.422706643	9.343051027	-0.079655616
2700054A10Rik	1	0.437646024	0.676850235	0.239204211
2700060E02Rik	1	10.17034284	10.53306622	0.362723387
2700062C07Rik	1	7.138631478	7.444799413	0.306167935
2700069I18Rik	1	0.361415423	0	-0.361415423
2700070H01Rik	1	0	0	0
2700078E11Rik	1	10.01645321	9.8349539	-0.181499305
2700081L22Rik	1	1.858943705	2.601892478	0.742948774
2700081O15Rik	1	8.988242395	7.760132727	-1.228109668
2700086A05Rik	1	0.361415423	0	-0.361415423
2700089E24Rik	1	8.370096708	8.588348832	0.218252124
2700089I24Rik	1	0	0	0
2700090O03Rik	1	2.971912433	2.087787009	-0.884125424
2700094K13Rik	1	10.11616197	10.43538733	0.319225353
2700097O09Rik	1	6.992891717	7.352531542	0.359639825
2700099C18Rik	1	6.931169298	7.155717266	0.224547967
2810001G20Rik	1	5.66854635	6.108997656	0.440451306
2810002D19Rik	1	5.234754021	5.990516958	0.755762937
2810002N01Rik	1	8.636661162	9.027378695	0.390717533
2810004N23Rik	1	9.670091355	9.686862655	0.0167713
2810006K23Rik	1	7.296777804	7.709837179	0.413059375
2810007J24Rik	1	2.881932026	2.254234584	-0.627697442
2810008D09Rik	1	6.081511044	6.760069873	0.678558829
2810008M24Rik	1	9.387985124	9.383461231	-0.004523893
2810011L19Rik	1	0	0	0
2810013P06Rik	1	6.635183472	6.871750937	0.236567465
2810021B07Rik	1	8.650728899	9.075550654	0.424821755
2810021J22Rik	1	6.61089946	6.978789609	0.36789015
2810025M15Rik	1	8.521140449	8.850484124	0.329343675
2810029C07Rik	1	2.426846229	1.953392876	-0.473453353
2810030E01Rik	1	3.886642972	3.492500557	-0.394142415
2810032G03Rik	1	0.361415423	0	-0.361415423
2810046L04Rik	1	9.244829037	8.88674649	-0.358082548
2810047C21Rik1	1	1.460033043	1.82765133	0.367618288
2810049E08Rik	1	0.488806077	0	-0.488806077
2810055F11Rik	1	3.904894063	4.26260599	0.357711927
2810055G20Rik	1	1.647827133	0.408899935	-1.238927198
2810403A07Rik	1	9.373718061	9.060911621	-0.312806441
2810403D21Rik	1	4.593417807	4.421772232	-0.171645575
2810404M03Rik	1	0	0	0
2810405F15Rik	1	0	0	0
2810405K02Rik	1	5.991919131	6.360625115	0.368705984
2810407C02Rik	1	11.5137154	11.4441542	-0.069561198
2810408A11Rik	1	4.805624745	5.599124541	0.793499796
2810408I11Rik	1	6.943910309	7.355048126	0.411137817
2810408M09Rik	1	7.542365207	7.700567573	0.158202366
2810410L24Rik	1	2.873485181	3.415093831	0.54160865
2810417H13Rik	1	11.3420271	11.08731059	-0.254716507
2810422J05Rik	1	8.962693686	9.378082466	0.41538878
2810422O20Rik	1	6.345170342	6.585483063	0.24031272
2810428I15Rik	1	8.63268843	9.536373363	0.903684934
2810429I04Rik	1	3.129804206	1.956680551	-1.173123655
2810432D09Rik	1	8.084743021	8.969640239	0.884897218
2810432L12Rik	1	6.895240417	7.165288412	0.270047994
2810433D01Rik	1	0.361415423	0	-0.361415423
2810442I21Rik	1	4.296440196	4.288794462	-0.007645734
2810442N19Rik	1	0.75528821	0.413692533	-0.341595677
2810453I06Rik	1	9.043818351	8.071599423	-0.972218927
2810454H06Rik	1	3.499638561	3.000738273	-0.498900288
2810459M11Rik	1	5.32462115	5.458545314	0.133924164
2810468N07Rik	1	2.428417048	2.360552536	-0.067864513
2810471M01Rik	1	0	0	0
2810474O19Rik	1	9.422674135	9.598623486	0.175949351
2900002K06Rik	1	6.916244933	6.188732388	-0.727512546
2900005J15Rik	1	1.861271624	2.202436692	0.341165068
2900006K08Rik	1	4.959171249	4.619018673	-0.340152576
2900008C10Rik	1	4.594760346	4.159496271	-0.435264075
2900009J06Rik	1	2.282126444	2.843196032	0.561069588
2900010M23Rik	1	9.07256516	9.522911016	0.450345856
2900011O08Rik	1	1.261081852	3.784577787	2.523495935
2900026A02Rik	1	7.44878201	6.894197973	-0.554584037
2900041M22Rik	1	0	0.408899935	0.408899935
2900052N01Rik	1	0	0	0
2900053A13Rik	1	8.038160542	8.393885048	0.355724506
2900055J20Rik	1	0	0	0
2900056M20Rik	1	6.513388481	6.181249204	-0.332139277
2900057B20Rik	1	0	0	0
2900060B14Rik	1	1.290214697	1.570684536	0.280469838
2900064A13Rik	1	9.52611348	9.769906513	0.243793032
2900076A07Rik	1	4.162756127	4.702356197	0.53960007
2900079G21Rik	1	1.143033952	0.377759949	-0.765274003
2900092C05Rik	1	0	0	0
2900092D14Rik	1	0	0	0
2900092E17Rik	1	9.263086393	9.84745745	0.584371057
2900093L17Rik	1	2.300531683	4.185359831	1.884828148
2900097C17Rik	1	10.13027136	10.07416481	-0.056106551
3000002C10Rik	1	5.499206576	4.949944695	-0.54926188
3010001F23Rik	1	0.361415423	0	-0.361415423
3010026O09Rik	1	6.852864667	7.317469845	0.464605178
3100003L05Rik	1	0	0	0
3110001D03Rik	1	8.811263226	9.194904441	0.383641215
3110001I22Rik	1	5.775943677	6.165374324	0.389430647
3110002H16Rik	1	9.555738793	9.157332578	-0.398406215
3110003A17Rik	1	9.736968924	10.03857649	0.30160757
3110007F17Rik	1	4.798183704	3.580778138	-1.217405566
3110009E18Rik	1	5.672614083	5.938071956	0.265457873
3110009F21Rik	1	0	0	0
3110015C05Rik	1	0	0	0
3110021A11Rik	1	0.98013826	1.713086391	0.732948131
3110021N24Rik	1	3.369525221	2.345790213	-1.023735008
3110035E14Rik	1	0.650186777	1.193304888	0.54311811
3110039I08Rik	1	0	0	0
3110039M20Rik	1	0.361415423	0	-0.361415423
3110040N11Rik	1	7.415315429	8.01400167	0.59868624
3110043O21Rik	1	6.637619855	7.387040297	0.749420442
3110045C21Rik	1	3.590689876	4.036746699	0.446056823
3110047P20Rik	1	0.943931815	0	-0.943931815
3110052M02Rik	1	5.833713954	6.979344919	1.145630965
3110056K07Rik	1	5.355044256	5.456042876	0.10099862
3110056O03Rik	1	10.48289406	8.896266059	-1.586627997
3110057O12Rik	1	6.141956626	6.362555912	0.220599286
3110062M04Rik	1	7.946990281	8.397598886	0.450608606
3110070M22Rik	1	2.908962753	2.473218467	-0.435744286
3110079O15Rik	1	0	0	0
3110082D06Rik	1	0	0	0
3110082I17Rik	1	9.393210861	9.42936499	0.036154129
3110082J24Rik	1	0	0	0
3110099E03Rik	1	0	0.413692533	0.413692533
3200001D21Rik	1	2.485633592	2.518509453	0.032875861
3200002M19Rik	1	8.895131372	9.115529828	0.220398456
3230401D17Rik	1	6.598899376	6.820954171	0.222054796
3300002I08Rik	1	3.048883661	2.7427398	-0.306143861
3300005D01Rik	1	5.339742899	6.270600198	0.930857299
3425401B19Rik	1	0	0	0
3632451O06Rik	1	3.027811586	3.104796337	0.076984751
3632454L22Rik	1	0.853250103	0.408899935	-0.444350167
3830403N18Rik	1	3.836755155	5.00247393	1.165718776
3830406C13Rik	1	7.782506725	8.267726964	0.485220239
3830408C21Rik	1	4.003294235	3.924601944	-0.078692291
3830417A13Rik	1	0	0	0
3830431G21Rik	1	1.830950061	2.527842003	0.696891942
3930402G23Rik	1	0	0.377759949	0.377759949
4430402I18Rik	1	3.215678704	2.763774176	-0.451904528
4632411B12Rik	1	9.742048214	9.54592846	-0.196119754
4632415K11Rik	1	7.09863699	7.323852389	0.225215399
4632415L05Rik	1	7.39811422	7.116725451	-0.281388769
4632427E13Rik	1	3.298651742	2.804943122	-0.49370862
4632428C04Rik	1	1.877709166	1.698594865	-0.179114302
4632428N05Rik	1	10.24028436	10.68296215	0.442677791
4632434I11Rik	1	8.415470457	8.559400511	0.143930054
4732415M23Rik	1	1.218500395	1.514528993	0.296028598
4732416N19Rik	1	3.117295548	2.624033232	-0.493262315
4732418C07Rik	1	9.079595873	9.040806946	-0.038788928
4732456N10Rik	1	0	0	0
4732471D19Rik	1	7.636452314	7.127485639	-0.508966675
4732471J01Rik	1	4.068610032	4.370488296	0.301878264
4732490B19Rik	1	0	0	0
4732491K20Rik	1	1.42300781	1.959960751	0.536952941
4831426I19Rik	1	9.649038766	9.122328684	-0.526710082
4831440E17Rik	1	3.742273788	3.712827444	-0.029446344
4832428D23Rik	1	0	0	0
4833403I15Rik	1	0.361415423	0.973431014	0.612015591
4833412C05Rik	1	0.650186777	0	-0.650186777
4833417C18Rik	1	5.590480774	5.076577985	-0.51390279
4833418N02Rik	1	3.393101465	2.970088724	-0.423012742
4833419F23Rik	1	1.290214697	1.357355135	0.067140438
4833420G17Rik	1	8.965818872	9.093447338	0.127628466
4833422C13Rik	1	5.634460454	5.783841389	0.149380935
4833423E24Rik	1	0	0	0
4833424O15Rik	1	0	0	0
4833427F10Rik	1	0	0	0
4833427G06Rik	1	0	0	0
4833428L15Rik	1	0.361415423	0	-0.361415423
4833439L19Rik	1	9.821848837	10.10875509	0.28690625
4833442J19Rik	1	5.936306732	6.256210641	0.319903909
4921501E09Rik	1	0	0	0
4921504E06Rik	1	0	0	0
4921506M07Rik	1	0.437646024	0	-0.437646024
4921507L20Rik	1	3.424336989	3.515255705	0.090918716
4921507P07Rik	1	3.493389097	3.90937577	0.415986673
4921508A21Rik	1	0	0	0
